t,success,F1,F2,F3
0.0,1.36243700386784,1.72,1.36243700386784,1.32
0.001507537688442211,1.36276587683076,1.7202411603504204,1.3681314181546473,1.3209045226130653
0.003015075376884422,1.3631030873886683,1.720482046672287,1.3736834299406235,1.3218090452261306
0.004522613065326633,1.3634488277403232,1.7207223851861373,1.3790534996197858,1.3227135678391961
0.006030150753768844,1.3638032934907964,1.7209619026104666,1.384204442427642,1.3236180904522614
0.007537688442211055,1.3641666836552895,1.7212003264101385,1.3891016879568114,1.3245226130653267
0.009045226130653266,1.364539200659186,1.7214373850441218,1.3937135131098228,1.325427135678392
0.010552763819095477,1.3649210503341036,1.7216728082123194,1.3980112471085002,1.3263316582914573
0.012060301507537688,1.3653124419096974,1.7219063271012698,1.401969447435742,1.3272361809045228
0.013567839195979899,1.365713588000971,1.7221376746285015,1.4055660458460215,1.328140703517588
0.01507537688442211,1.366124704590824,1.7223665856853076,1.4087824638433224,1.3290452261306533
0.016582914572864323,1.366546011007578,1.7225927973777309,1.4116036972873502,1.3299497487437186
0.018090452261306532,1.3669777298971943,1.7228160492655338,1.4140183700485034,1.330854271356784
0.01959798994974874,1.3674200871899107,1.723036083598939,1.4160187568872586,1.3317587939698492
0.021105527638190954,1.3678733120609934,1.723252645552922,1.417600775982232,1.3326633165829147
0.022613065326633167,1.3683376368853157,1.7234654834588499,1.4187639517714024,1.33356783919598
0.024120603015075376,1.3688132971854514,1.7236743490332442,1.4195113490009414,1.3344723618090453
0.025628140703517585,1.369300531572973,1.7238789976034734,1.419849479094173,1.3353768844221106
0.027135678391959798,1.3697995816826345,1.724079188330158,1.4197881801577872,1.3362814070351758
0.02864321608040201,1.3703106920991184,1.724274684426095,1.4193404721321843,1.3371859296482413
0.03015075376884422,1.3708341102760107,1.7244652533714961,1.4185223887664316,1.3380904522613066
0.03165829145728643,1.3713700864466785,1.7246506671253485,1.4173527882547152,1.338994974874372
0.033165829145728645,1.3719188735267043,1.7248307023327036,1.4158531445093816,1.3398994974874372
0.034673366834170855,1.372480727007544,1.7250051405277067,1.4140473211649611,1.3408040201005025
0.036180904522613064,1.373055904841059,1.7251737683321826,1.411961330507303,1.341708542713568
0.03768844221105527,1.3736446673145821,1.7253363776495954,1.4096230796017406,1.3426130653266333
0.03919597989949748,1.3742472769161729,1.725492765854208,1.407062105953764,1.3435175879396986
0.0407035175879397,1.3748639981897157,1.7256427359752706,1.4043093050749227,1.3444221105527638
0.04221105527638191,1.3754950975795242,1.725786096876064,1.4013966523457175,1.3453266331658291
0.04371859296482412,1.3761408432641071,1.725922663427645,1.3983569215662763,1.3462311557788946
0.04522613065326633,1.3768015049787705,1.7260522566771275,1.395223402565092,1.34713567839196
0.04673366834170854,1.3774773538267207,1.7261747040103501,1.3920296201965527,1.3480402010050252
0.04824120603015075,1.3781686620783555,1.7262898393087838,1.3888090570001437,1.3489447236180905
0.04974874371859296,1.3788757029584315,1.726397503100532,1.385594881718872,1.3498492462311558
0.05125628140703517,1.3795987504208074,1.7264975427052904,1.3824196857826259,1.3507537688442213
0.052763819095477386,1.3803380789104835,1.7265898123731345,1.3793152297549203,1.3516582914572866
0.054271356783919596,1.3810939631126637,1.726674173417005,1.3763122016199671,1.3525628140703518
0.055778894472361805,1.3818666776885906,1.7267504943387744,1.3734399886525503,1.3534673366834171
0.05728643216080402,1.3826564969979203,1.7268186509487795,1.3707264644671076,1.3543718592964824
0.05879396984924623,1.3834636948074308,1.726878526478708,1.368197792686184,1.355276381909548
0.06030150753768844,1.3842885439858743,1.7269300116877433,1.365878248503481,1.3561809045226132
0.06180904522613065,1.3851313161848193,1.7269730049618615,1.3637900592446346,1.3570854271356785
0.06331658291457286,1.3859922815053543,1.7270074124062,1.361953264851131,1.3579899497487438
0.06482412060301507,1.3868717081505566,1.7270331479304086,1.3603855990310252,1.358894472361809
0.06633165829145729,1.3877698620636694,1.7270501333269035,1.3591023916358842,1.3597989949748746
0.0678391959798995,1.3886870065519614,1.7270582983419593,1.3581164926382383,1.3607035175879398
0.06934673366834171,1.3896234018962963,1.72705758073957,1.357438217899297,1.3616080402010051
0.07085427135678392,1.3905793049464694,1.7270479263580194,1.357075316734281,1.3625125628140704
0.07236180904522613,1.3915549687024278,1.727029289159117,1.3570329611038932,1.3634170854271357
0.07386934673366834,1.3925506418815345,1.7270016312700436,1.3573137560865884,1.364321608040201
0.07537688442211055,1.393566568472093,1.72696492301778,1.3579177711187391,1.3652261306532665
0.07688442211055276,1.3946029872734045,1.7269191429560788,1.3588425913297693,1.3661306532663318
0.07839195979899496,1.395660131422687,1.7268642778849588,1.3600833881480052,1.367035175879397
0.07989949748743719,1.3967382279092555,1.7268003228627045,1.3616330082114605,1.3679396984924623
0.0814070351758794,1.3978374970764142,1.726727281210357,1.3634820794869449,1.3688442211055276
0.0829145728643216,1.3989581521115966,1.7266451645086967,1.3656191333816958,1.3697487437185931
0.08442211055276382,1.4001003985253428,1.7265539925877151,1.3680307415248452,1.3706532663316584
0.08592964824120602,1.401264433619792,1.7264537935085895,1.370701665802155,1.3715577889447237
0.08743718592964823,1.4024504459474256,1.7263446035381766,1.3736150201470325,1.372462311557789
0.08894472361809044,1.4036586147608963,1.7262264671160445,1.3767524425243192,1.3733668341708543
0.09045226130653267,1.4048891094548317,1.7260994368140776,1.3800942754909438,1.3742713567839198
0.09195979899497488,1.4061420890006027,1.7259635732886893,1.3836197536794508,1.375175879396985
0.09346733668341708,1.4074177013751161,1.7258189452256847,1.3873071965266397,1.3760804020100503
0.0949748743718593,1.4087160829847785,1.7256656292778259,1.3911342045600128,1.3769849246231156
0.0964824120603015,1.4100373580858565,1.7255037099951547,1.3950778575592155,1.377889447236181
0.09798994974874371,1.4113816382025468,1.725333279748135,1.399114912927862,1.3787939698492462
0.09949748743718592,1.4127490215441476,1.725154438643692,1.4032220026426219,1.3796984924623117
0.10100502512562813,1.4141395924228024,1.7249672944342098,1.4073758271907042,1.380603015075377
0.10251256281407034,1.4155534206733729,1.7247719624195894,1.4115533449632878,1.3815075376884423
0.10402010050251256,1.4169905610770686,1.7245685653424387,1.4157319556403014,1.3824120603015075
0.10552763819095477,1.4184510527905378,1.7243572332764996,1.4198896761804718,1.3833165829145728
0.10703517587939698,1.4199349187821992,1.724138103508412,1.4240053081188984,1.3842211055276383
0.10854271356783919,1.4214421652776548,1.7239113204129204,1.4280585949716116,1.3851256281407036
0.1100502512562814,1.4229727812160922,1.7236770353216355,1.4320303686517164,1.386030150753769
0.11155778894472361,1.424526737719642,1.723435406385477,1.4359026839137436,1.3869346733668342
0.11306532663316582,1.426103987577706,1.7231865984309116,1.4396589399606967,1.3878391959798995
0.11457286432160804,1.427704464748316,1.722930782810128,1.443283988470905,1.388743718592965
0.11608040201005025,1.4293280838786269,1.7226681372452768,1.4467642274280832,1.3896482412060303
0.11758793969849246,1.4309747398466712,1.7223988456669213,1.4500876802668194,1.3905527638190955
0.11909547738693467,1.432644307326527,1.7221230980468454,1.453244059975992,1.3914572864321608
0.12060301507537688,1.434336640379063,1.721841090225369,1.4562248179332387,1.392361809045226
0.12211055276381909,1.4360515720704279,1.721553023733329,1.4590231773734814,1.3932663316582916
0.1236180904522613,1.4377889141204414,1.7212591056088888,1.4616341515226257,1.394170854271357
0.12512562814070352,1.4395484565830248,1.7209595482093398,1.4640545465528507,1.3950753768844222
0.12663316582914572,1.4413299675607845,1.7206545690180701,1.4662829496374545,1.3959798994974875
0.12814070351758794,1.443133192955811,1.7203443904468705,1.468319702500057,1.3968844221105527
0.12964824120603013,1.4449578562587073,1.720029239633764,1.4701668609642546,1.3977889447236183
0.13115577889447236,1.4468036583777928,1.7197093482365373,1.4718281411147625,1.3986934673366835
0.13266331658291458,1.4486702775103482,1.7193849522221631,1.473308852778899,1.3995979899497488
0.13417085427135678,1.4505573690576739,1.7190562916523071,1.474615821127368,1.400502512562814
0.135678391959799,1.4524645655856312,1.7187236104651125,1.4757572972750317,1.4014070351758794
0.1371859296482412,1.4543914768322128,1.7183871562534592,1.4767428588352571,1.402311557788945
0.13869346733668342,1.4563376897635651,1.718047180039904,1.4775833014450719,1.4032160804020102
0.1402010050251256,1.4583027686797336,1.717703936048499,1.4782905223323686,1.4041206030150755
0.14170854271356784,1.4602862553712537,1.717357681473704,1.4788773970405849,1.4050251256281407
0.14321608040201003,1.4622876693275362,1.7170086762465966,1.4793576504604178,1.405929648241206
0.14472361809045226,1.464306507997827,1.7166571827985944,1.4797457233421814,1.4068341708542713
0.14623115577889448,1.4663422471053225,1.716303465822906,1.4800566354763425,1.4077386934673368
0.14773869346733667,1.4683943410148326,1.7159477920339234,1.480305846733697,1.408643216080402
0.1492462311557789,1.470462223154175,1.715590429924782,1.4805091171507156,1.4095477386934674
0.1507537688442211,1.4725453064892666,1.7152316495232973,1.4806823672300502,1.4104522613065327
0.15226130653266332,1.4746429840526678,1.7148717221465115,1.4808415396013654,1.411356783919598
0.1537688442211055,1.4767546295251004,1.7145109201540667,1.4810024631539394,1.4122613065326635
0.15527638190954773,1.4788795978692408,1.7141495167006298,1.4811807207102912,1.4131658291457287
0.15678391959798993,1.48101722601485,1.7137877854875943,1.4813915212599917,1.414070351758794
0.15829145728643215,1.4831668335940824,1.7134260005142883,1.481649577715335,1.4149748743718593
0.15979899497487438,1.4853277237255733,1.7130644358289064,1.4819689910863114,1.4158793969849246
